inject_id,evidence_record_id,domain,title,observed_fact,original_evidence_path,source_locator,authority_class,effective_at,jurisdiction,conflict_state,source_sha256,validation_note
INJ-007,INJ-007-E02,"D02 — Product, policy and coverage lifecycle",Policy version collision,"Three policy wordings with the same marketing name have different exclusions, endorsements and territorial limits.",data/policy_wording_versions.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,e6e9b9e8856613d030680e67bc1f064ed16a65a12df6b46fc32b931745cb426b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-008,INJ-008-E01,"D02 — Product, policy and coverage lifecycle",Endorsement timing conflict,A flood endorsement was requested before loss but issued after loss; payment and effective dates disagree.,data/policies.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,preserve,4cb86047f65c816619a05ced54c11b6b4d64cca72de1b557547ca5b4cd8d4ec5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-008,INJ-008-E02,"D02 — Product, policy and coverage lifecycle",Endorsement timing conflict,A flood endorsement was requested before loss but issued after loss; payment and effective dates disagree.,data/endorsements.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,preserve,3fb401391c00e798d0ff0a443ab6662db12c9e5d4c875be7a7cf8706a5e67afc,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-009,INJ-009-E01,"D02 — Product, policy and coverage lifecycle",Binder authority ambiguity,A managing general agent bound a commercial risk above delegated authority during a portal outage.,data/binder_events.csv,record_id=INJ-009-BINDER_EVENTS,mixed,as_supplied,derive_from_source,open,6aaacae0271f0a168d65bedf28e9e8323a321ac75ca8a1fc1c977f99545c04ae,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-009,INJ-009-E02,"D02 — Product, policy and coverage lifecycle",Binder authority ambiguity,A managing general agent bound a commercial risk above delegated authority during a portal outage.,data/delegated_authorities.csv,record_id=INJ-009-DELEGATED_AUTHORITIES,mixed,as_supplied,derive_from_source,open,ba71649e56fb5c12823c7828d94c218e3d0b28bad6dc4e1a90ea4d0f2e2b7bc0,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-010,INJ-010-E01,"D02 — Product, policy and coverage lifecycle",Cancellation and reinstatement race,"Cancellation, premium receipt and reinstatement events arrived out of order across billing and policy administration.",data/policies.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,4cb86047f65c816619a05ced54c11b6b4d64cca72de1b557547ca5b4cd8d4ec5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-010,INJ-010-E02,"D02 — Product, policy and coverage lifecycle",Cancellation and reinstatement race,"Cancellation, premium receipt and reinstatement events arrived out of order across billing and policy administration.",data/billing_events.csv,record_id=INJ-010-BILLING_EVENTS,mixed,as_supplied,derive_from_source,open,effecc1b9553191dac13e4ec21db65af4f660097ee29e64721653bfe44a36579,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-011,INJ-011-E01,"D02 — Product, policy and coverage lifecycle",Master-policy certificate mismatch,A group health certificate promises benefits not present in the master policy schedule.,data/group_policies.csv,record_id=INJ-011-GROUP_POLICIES,mixed,as_supplied,derive_from_source,open,da2bc449605218145f23e5c3b60151eeb1692fb39ffca2cd7c60ecaea2a25228,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-011,INJ-011-E02,"D02 — Product, policy and coverage lifecycle",Master-policy certificate mismatch,A group health certificate promises benefits not present in the master policy schedule.,data/member_certificates.csv,record_id=INJ-011-MEMBER_CERTIFICATES,mixed,as_supplied,derive_from_source,open,fb3d2a0f99ee138f83cf037c5843544eda3bc25262cd84259b4a559b1c145cf5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-012,INJ-012-E01,"D02 — Product, policy and coverage lifecycle",Parametric trigger wording conflict,"The customer brochure describes rainfall at farm location, while the contract uses a named weather-station index.",data/parametric_contracts.csv,record_id=INJ-012-PARAMETRIC_CONTRACTS,mixed,as_supplied,derive_from_source,open,d2fc97a628ab9b98387ae3211e9774e796ecbe61e3e8ad6011c3c28e709e530c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-012,INJ-012-E02,"D02 — Product, policy and coverage lifecycle",Parametric trigger wording conflict,"The customer brochure describes rainfall at farm location, while the contract uses a named weather-station index.",data/marketing_materials.csv,record_id=INJ-012-MARKETING_MATERIALS,mixed,as_supplied,derive_from_source,open,dfe97bec3db24f465083cf905586e9bc627ec684fe91004ec072fcf289abc90a,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-013,INJ-013-E01,"D03 — Underwriting, pricing and actuarial model risk",Protected-proxy pricing,"Motor pricing uses postcode, occupation and device variables that strongly proxy protected characteristics.",data/pricing_factors.csv,record_id=INJ-013-PRICING_FACTORS,mixed,as_supplied,derive_from_source,open,1508ee3207cc91660e2e12a20424c00f02f00c68d877f25f2fba565b1bc94566,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-013,INJ-013-E02,"D03 — Underwriting, pricing and actuarial model risk",Protected-proxy pricing,"Motor pricing uses postcode, occupation and device variables that strongly proxy protected characteristics.",data/fairness_metrics.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,28c9f78d5533bd8f821b9c8f6c78f89d7069c5fbf8c23ec917e83af1d4e52158,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-014,INJ-014-E01,"D03 — Underwriting, pricing and actuarial model risk",Telematics firmware drift,A firmware update changes harsh-braking counts and mileage aggregation without a pricing-model recalibration.,data/telematics_events.csv,record_id=INJ-014-TELEMATICS_EVENTS,mixed,as_supplied,derive_from_source,open,e6c82f6a220643e1433882d20434d9b63ca836bd520eb4cf2747a93d54462bec,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-014,INJ-014-E02,"D03 — Underwriting, pricing and actuarial model risk",Telematics firmware drift,A firmware update changes harsh-braking counts and mileage aggregation without a pricing-model recalibration.,data/device_firmware.csv,record_id=INJ-014-DEVICE_FIRMWARE,mixed,as_supplied,derive_from_source,open,bdeadbbba49c06ff55228937ffe94434e0567c4c0d48e2e75e8f84c9b9510f88,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-015,INJ-015-E01,"D03 — Underwriting, pricing and actuarial model risk",Catastrophe model version split,Property accumulation reports use two catastrophe-model versions with materially different flood loss estimates.,data/cat_models.csv,record_id=INJ-015-CAT_MODELS,mixed,as_supplied,derive_from_source,open,a2d63001fad2703d8f17b62da6697efc268e43109aac73d7dd8d39ab49e81048,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-015,INJ-015-E02,"D03 — Underwriting, pricing and actuarial model risk",Catastrophe model version split,Property accumulation reports use two catastrophe-model versions with materially different flood loss estimates.,data/exposure_aggregates.csv,record_id=INJ-015-EXPOSURE_AGGREGATES,mixed,as_supplied,derive_from_source,open,cc7992391d2ead1fdbbe2b57ba71266eb06062153a3ac4829c1d645f8aae8081,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-016,INJ-016-E01,"D03 — Underwriting, pricing and actuarial model risk",Clinical underwriting conflict,"Life underwriting receives contradictory smoking, medication and laboratory evidence from different sources.",data/life_applications.csv,record_id=INJ-016-LIFE_APPLICATIONS,mixed,as_supplied,derive_from_source,open,cd1ce315c4abf686b55fbd5aef8cdc0e9fb589a29d7bf0b3da7ebc2f1e2ec39c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-016,INJ-016-E02,"D03 — Underwriting, pricing and actuarial model risk",Clinical underwriting conflict,"Life underwriting receives contradictory smoking, medication and laboratory evidence from different sources.",data/medical_evidence.csv,record_id=INJ-016-MEDICAL_EVIDENCE,mixed,as_supplied,derive_from_source,open,442067b5114fda980fa70fb856dec156f195012ea667eb6df299c892506bd3ce,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-017,INJ-017-E01,"D03 — Underwriting, pricing and actuarial model risk",Unapproved external data,A vendor supplies social and purchasing attributes without clear provenance or approved underwriting purpose.,data/external_data_sources.csv,record_id=INJ-017-EXTERNAL_DATA_SOURCES,mixed,as_supplied,derive_from_source,open,6087ab9ea690f2f8e5b0800a09bdf467a08be5031b199610c497d465de1817cc,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-017,INJ-017-E02,"D03 — Underwriting, pricing and actuarial model risk",Unapproved external data,A vendor supplies social and purchasing attributes without clear provenance or approved underwriting purpose.,data/data_licenses.csv,record_id=INJ-017-DATA_LICENSES,mixed,as_supplied,derive_from_source,open,0b4f3bb8192344c1e772148cfde05cbaac9460e728797669cdc3b231d6f39121,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-018,INJ-018-E01,"D03 — Underwriting, pricing and actuarial model risk",Renewal price walking risk,Home and motor renewal premiums diverge from equivalent new-business offers through channel-specific factors.,data/quotes.csv,record_id=INJ-018-QUOTES,mixed,as_supplied,derive_from_source,open,5524c0a02cde84618aaaa4d55c08ac68524dfe3d1865d70c1923e42c5489e5cb,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-018,INJ-018-E02,"D03 — Underwriting, pricing and actuarial model risk",Renewal price walking risk,Home and motor renewal premiums diverge from equivalent new-business offers through channel-specific factors.,data/renewals.csv,record_id=INJ-018-RENEWALS,mixed,as_supplied,derive_from_source,open,4d25c58b8cdb56c6e03ba341df6ab1ae464e490993317003d6b5450725d7a936,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-019,INJ-019-E01,"D03 — Underwriting, pricing and actuarial model risk",Sparse specialty portfolio,"A cyber model extrapolates from a small, non-representative loss history and ignores silent-cyber exposure.",data/cyber_risks.csv,record_id=INJ-019-CYBER_RISKS,mixed,as_supplied,derive_from_source,open,c45b2269907e6895f75bbe8b4fa7f517031e75c6ad0b9cd5cdb582d1fdfb4630,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-019,INJ-019-E02,"D03 — Underwriting, pricing and actuarial model risk",Sparse specialty portfolio,"A cyber model extrapolates from a small, non-representative loss history and ignores silent-cyber exposure.",data/model_performance.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,70ec9bdb9dab6106df1bc5c6be26a95e047e3b92a82c277556b4e08cedc7d9f7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-020,INJ-020-E01,"D03 — Underwriting, pricing and actuarial model risk",Underwriter override opacity,High-value commercial risks show unexplained overrides concentrated by office and broker.,data/underwriting_decisions.csv,record_id=INJ-020-UNDERWRITING_DECISIONS,mixed,as_supplied,derive_from_source,open,d06adef52e29f126f97b56363b2ad4c58ead4864432a8e83b51617fb8d90e8f1,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-020,INJ-020-E02,"D03 — Underwriting, pricing and actuarial model risk",Underwriter override opacity,High-value commercial risks show unexplained overrides concentrated by office and broker.,data/override_events.csv,record_id=INJ-020-OVERRIDE_EVENTS,mixed,as_supplied,derive_from_source,open,c91782705f5ed732c64d165a2913b3a24be84384c9ede1f7e889bc7f7807df08,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-021,INJ-021-E01,"D04 — Claims, coverage, litigation and reserving evidence",Duplicate catastrophe claims,"The same property loss appears under household, landlord and small-business policies with different addresses.",data/claims.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,e5eac9107cec28a85feb05f09f116565b075e1780dba60e3aefa431237adc01d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-021,INJ-021-E02,"D04 — Claims, coverage, litigation and reserving evidence",Duplicate catastrophe claims,"The same property loss appears under household, landlord and small-business policies with different addresses.",data/claimant_identities.csv,record_id=INJ-021-CLAIMANT_IDENTITIES,mixed,as_supplied,derive_from_source,open,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-022,INJ-022-E01,"D04 — Claims, coverage, litigation and reserving evidence",Coverage temporal ambiguity,"Loss time is uncertain across local time, UTC, daylight-saving transition and sensor timestamps.",data/loss_events.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,ea3c24ec03d621e0ad155c08c318843ba19d1456741619f87e7c08496bbd2bb7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-022,INJ-022-E02,"D04 — Claims, coverage, litigation and reserving evidence",Coverage temporal ambiguity,"Loss time is uncertain across local time, UTC, daylight-saving transition and sensor timestamps.",data/timezone_rules.csv,record_id=INJ-022-TIMEZONE_RULES,mixed,as_supplied,derive_from_source,open,abc73ddd3cb5fa232aba2de606fe3b9640da0dd99dbdbb2500a75628111fe1f7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-023,INJ-023-E01,"D04 — Claims, coverage, litigation and reserving evidence",Repair estimate manipulation,A repair network submits near-identical images and inflated line items across unrelated motor claims.,data/repair_estimates.csv,record_id=INJ-023-REPAIR_ESTIMATES,mixed,as_supplied,derive_from_source,open,e83941012b19c136c1b37974d5487cc437d95bcd696f61a54379c7f83a6d84fd,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-023,INJ-023-E02,"D04 — Claims, coverage, litigation and reserving evidence",Repair estimate manipulation,A repair network submits near-identical images and inflated line items across unrelated motor claims.,data/image_forensics.csv,record_id=INJ-023-IMAGE_FORENSICS,mixed,as_supplied,derive_from_source,open,eb9915222df988e0631e7109f34326d95a9df1947ca5cb17fe91b4bdd0834cfa,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-024,INJ-024-E01,"D04 — Claims, coverage, litigation and reserving evidence",Medical necessity conflict,"Health pre-authorisation, provider invoice and clinical note disagree on procedure code and medical necessity.",data/health_claims.csv,record_id=INJ-024-HEALTH_CLAIMS,mixed,as_supplied,derive_from_source,preserve,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-024,INJ-024-E02,"D04 — Claims, coverage, litigation and reserving evidence",Medical necessity conflict,"Health pre-authorisation, provider invoice and clinical note disagree on procedure code and medical necessity.",data/provider_records.csv,record_id=INJ-024-PROVIDER_RECORDS,mixed,as_supplied,derive_from_source,preserve,e45ab4c111616b5a8914e091e9a2743f1eeaf3f12171f29ce74021ebcc86d9cd,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-025,INJ-025-E01,"D04 — Claims, coverage, litigation and reserving evidence",Life contestability boundary,A death claim falls near the contestability boundary and the application has a disputed disclosure.,data/life_claims.csv,record_id=INJ-025-LIFE_CLAIMS,mixed,as_supplied,derive_from_source,open,1d6d399ae8083516db304fc9d28ae82435a33dde6cd4b0fcb00dd533f1b17339,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-025,INJ-025-E02,"D04 — Claims, coverage, litigation and reserving evidence",Life contestability boundary,A death claim falls near the contestability boundary and the application has a disputed disclosure.,data/policy_applications.csv,record_id=INJ-025-POLICY_APPLICATIONS,mixed,as_supplied,derive_from_source,open,e2c8e0238a78fe8ed77a0641b62a36c4dc78bf4bb06b424ca21a68f53087251c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-026,INJ-026-E01,"D04 — Claims, coverage, litigation and reserving evidence",Litigation hold versus deletion,"A customer requests deletion while the claim, complaint and related class action are under legal hold.",data/deletion_requests.csv,record_id=INJ-026-DELETION_REQUESTS,mixed,as_supplied,derive_from_source,open,62e46b642b1978dee085f98ff09737b799741adcf30732899a6ea8f8209b4bc5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-026,INJ-026-E02,"D04 — Claims, coverage, litigation and reserving evidence",Litigation hold versus deletion,"A customer requests deletion while the claim, complaint and related class action are under legal hold.",data/legal_holds.csv,record_id=INJ-026-LEGAL_HOLDS,mixed,as_supplied,derive_from_source,open,0ed7387243fda13e1bec57dfba7dda119da5634496b0afde9b0be7beb193756f,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-027,INJ-027-E01,"D04 — Claims, coverage, litigation and reserving evidence",Reserve leakage,A batch job overwrote case reserves with model suggestions in one subsidiary despite advisory-only policy.,data/claim_reserves.csv,record_id=INJ-027-CLAIM_RESERVES,mixed,as_supplied,derive_from_source,open,ffac621dd89b83ca8b5d3d659d7c8c68f001502e204eb4d004728dc22895a52b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-027,INJ-027-E02,"D04 — Claims, coverage, litigation and reserving evidence",Reserve leakage,A batch job overwrote case reserves with model suggestions in one subsidiary despite advisory-only policy.,data/audit_events.csv,record_id=INJ-027-AUDIT_EVENTS,mixed,as_supplied,derive_from_source,open,97b78f98275322e348489991f166828455fa15fa3c49fcc89dc6ccd8e82e5772,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-028,INJ-028-E01,"D04 — Claims, coverage, litigation and reserving evidence",Subrogation ownership conflict,Two insurers and a recovery vendor assert rights over the same commercial loss recovery.,data/subrogation_cases.csv,record_id=INJ-028-SUBROGATION_CASES,mixed,as_supplied,derive_from_source,open,0f7091c4dc452f66f514f5aa86305c6c1f5a216bb4e2f52ab8af929067b2b4c8,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-028,INJ-028-E02,"D04 — Claims, coverage, litigation and reserving evidence",Subrogation ownership conflict,Two insurers and a recovery vendor assert rights over the same commercial loss recovery.,data/recovery_contracts.csv,record_id=INJ-028-RECOVERY_CONTRACTS,mixed,as_supplied,derive_from_source,open,bb9b5acc4ef97523e101be16c18b8067d7e6a6984449e240a752ff711b59ece9,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-029,INJ-029-E01,"D05 — Catastrophe, property, motor and parametric operations",Cyclone-flood compound event,"Cyclone Nila creates wind, storm-surge, river-flood and business-interruption losses across shared locations.",data/cat_events.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,3637e44720bfb976d59b802d6f24c6f1d8abc6f22ad4d1eb48b7fbe65c9ea02e,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-029,INJ-029-E02,"D05 — Catastrophe, property, motor and parametric operations",Cyclone-flood compound event,"Cyclone Nila creates wind, storm-surge, river-flood and business-interruption losses across shared locations.",data/exposure_locations.csv,record_id=INJ-029-EXPOSURE_LOCATIONS,mixed,as_supplied,derive_from_source,open,4a92cfde8965a055a1c2bf1ea8dd408e8ab7b8014a5f2b7dc73bd158f0693db6,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-030,INJ-030-E01,"D05 — Catastrophe, property, motor and parametric operations",Geospatial address collision,"One apartment complex has six address forms and two geocodes, fragmenting accumulation and duplicate detection.",data/addresses.csv,record_id=INJ-030-ADDRESSES,mixed,as_supplied,derive_from_source,preserve,e06d6beabf23ffbd12f1cb64b402e2d9117986591c8cb98297adf3af3c183ce5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-030,INJ-030-E02,"D05 — Catastrophe, property, motor and parametric operations",Geospatial address collision,"One apartment complex has six address forms and two geocodes, fragmenting accumulation and duplicate detection.",data/geocodes.csv,record_id=INJ-030-GEOCODES,mixed,as_supplied,derive_from_source,preserve,5dbc3309b3c1aabdaa93a783e9db0f4494b84c00e6290559ea036cab7bc9f445,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-031,INJ-031-E01,"D05 — Catastrophe, property, motor and parametric operations",Drone evidence authenticity,Post-loss drone imagery has missing signatures and one flight path conflicts with claimed capture time.,data/drone_images.csv,record_id=INJ-031-DRONE_IMAGES,mixed,as_supplied,derive_from_source,preserve,152f80267f480e3d5fbd20f96f0e5973ea507cbf369244adbf5958663fff1f4b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-031,INJ-031-E02,"D05 — Catastrophe, property, motor and parametric operations",Drone evidence authenticity,Post-loss drone imagery has missing signatures and one flight path conflicts with claimed capture time.,data/drone_flights.csv,record_id=INJ-031-DRONE_FLIGHTS,mixed,as_supplied,derive_from_source,preserve,083c4374bf2cb4a185526f3126421d82ff3f9ea9963853d4622ab3dcb3d74cb1,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-032,INJ-032-E01,"D05 — Catastrophe, property, motor and parametric operations",Business-interruption dependency,A manufacturer has little physical damage but depends on a failed sole-source supplier outside the insured zone.,data/commercial_claims.csv,record_id=INJ-032-COMMERCIAL_CLAIMS,mixed,as_supplied,derive_from_source,open,8d2c4d5e2b3f82db775added23ade9f4d1f98ccf371e8c7630b9f4b7013d9a00,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-032,INJ-032-E02,"D05 — Catastrophe, property, motor and parametric operations",Business-interruption dependency,A manufacturer has little physical damage but depends on a failed sole-source supplier outside the insured zone.,data/supply_dependencies.csv,record_id=INJ-032-SUPPLY_DEPENDENCIES,mixed,as_supplied,derive_from_source,open,62d34c24bfdd214862c585510eacc8b00742b8dff298ee36c39822430a2c5210,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-033,INJ-033-E01,"D05 — Catastrophe, property, motor and parametric operations",EV battery escalation,"A minor collision becomes a thermal event after towing, creating causation and salvage disputes.",data/motor_claims.csv,record_id=INJ-033-MOTOR_CLAIMS,mixed,as_supplied,derive_from_source,open,55381f152182d84779075f10ebd0f5b629d8b8e95c00b384bdff96bd8e07fb26,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-033,INJ-033-E02,"D05 — Catastrophe, property, motor and parametric operations",EV battery escalation,"A minor collision becomes a thermal event after towing, creating causation and salvage disputes.",data/vehicle_telemetry.csv,record_id=INJ-033-VEHICLE_TELEMETRY,mixed,as_supplied,derive_from_source,open,9ff399a954e86c38fe484c3dba7ea7d620e68a850dd9f9bd0ac8e355df3bf4bd,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-034,INJ-034-E01,"D05 — Catastrophe, property, motor and parametric operations",Parametric sensor spoofing,"Rainfall sensor data exceeds the trigger, but neighbouring stations and satellite estimates disagree.",data/weather_observations.csv,record_id=INJ-034-WEATHER_OBSERVATIONS,mixed,as_supplied,derive_from_source,preserve,09b50a67fadd93b7712f56eded8dbc765b3e59c77bda24011cd3b21eb4afb6c7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
